Title ID	Region	Name	PKG direct link	RAP	Content ID	Last Modification Date	Download .RAP file	File Size	SHA256
BLES00576	EU	[PS3 DLC] Guitar Hero 5          [ID: BH1DISCIMPORT001]	http://zeus.dl.playstation.net/cdn/EP0002/BLES00576_00/xamqBc2Sj59oef2D67vxv2sdJngJy8FAGgFFYuM1ApNpGc3QmGelx7qBo7IXkUddDyIernhFSTGptAfQoLm2YcL4s3DgLupIwq3QJ.pkg	13c410f071de8e7c995af5ff172aa47d	EP0002-BLES00576_00-BH1DISCIMPORT001	2020/01/01		2567008624		none	01.01
BLES00576	EU	[PS3 DLC] Guitar Hero 5          [ID: GH5DISCIMPORT001]	http://zeus.dl.playstation.net/cdn/EP0002/BLES00576_00/gryuxQ48xmgteFNv3wvcPk4LlvHuUqBND89wUB8i7Dk2Ga3f3oaRgkOtQ7JUNjRq55QgyYCIneMpukvlr6is0KgkI53x8X1mkf3t0.pkg	b66b7000729f2c89693cc65cf5980921	EP0002-BLES00576_00-GH5DISCIMPORT001	2020/01/01		2982967264		none	01.00
BLES00576	EU	[PS3 DLC] Guitar Hero 5          [ID: GHMDISCIMPORT001]	http://zeus.dl.playstation.net/cdn/EP0002/BLES00576_00/EP0002-BLES00576_00-GHMDISCIMPORT001_bg_1_524ac463205bf76115092fb04fca1aea7f640ebc.pkg	ad633209d8936b426f857d6ba1a0240e	EP0002-BLES00576_00-GHMDISCIMPORT001	2021/04/19		2158341264		none	01.01
BLES00576	EU	[PS3 DLC] Guitar Hero 5          [ID: GHWTDLCPATCH2009]	http://zeus.dl.playstation.net/cdn/EP0002/BLES00576_00/3I09wDqwpfikADGnMIOkxkBBdLucfEigtqaluMPmbpmVuT9jbC4t4vcPaR817OwoyqrRdXs5OPqMRoEBKKObtbwEb3en6u5Br34jJ.pkg	39d349e95d851f1406ae5e35205e0b26	EP0002-BLES00576_00-GHWTDLCPATCH2009	2020/01/01		301100528		none	01.00
BLES00576	EU	[PS3 DLC] Guitar Hero 5          [ID: GHWTFCCPATCH2009]	http://zeus.dl.playstation.net/cdn/EP0002/BLES00576_00/TbQBJCf9Fp0tSSl2x7ymGxTKm9akR9KTVSVDPgLOGy85t384aUrTfbNSnAX29cs9RJkLiTTay4DSImdeePWH6FEhRbt5On90U47tV.pkg	ec75ed09f54ac4b89a94c596a90e2ba2	EP0002-BLES00576_00-GHWTFCCPATCH2009	2020/01/01		1417633456		none	01.00
BLES00576	EU	[*No RAP] [PS3 DLC] Guitar Hero 5          [ID: PGUITARHER000015]	http://zeus.dl.playstation.net/cdn/EP0002/BLES00576_00/wRhfXerCamEWCbFF077eP93dSH0eFn3l5mD8WO5pSUa3kHQk8ul5OlMjGdjrC333g7ON3Au1D80ynMO2rIsscHelyS6aXuL1vk9Wt.pkg	UNLOCK BY RIF	EP0002-BLES00576_00-PGUITARHER000015	2020/01/01		126837536		none	01.00
BLES00576	EU	[PS3 DLC] Guitar Hero 5          [ID: PGUITARHER000016]	http://zeus.dl.playstation.net/cdn/EP0002/BLES00576_00/IM3rHAMp2vsF7el43K703Nw1XIMGx32cfog08L8FICLwYonwSh8cuujSuo0NshWJWJaqRWnGeVUp2aqqLfrKMneK7hUbb78om2YQ7.pkg	1f9cbb76e98b6e14af29be74479e0940	EP0002-BLES00576_00-PGUITARHER000016	2020/01/01		40645360		none	01.00
BLES00576	EU	[PS3 DLC] Guitar Hero 5          [ID: PGUITARHER000017]	http://zeus.dl.playstation.net/cdn/EP0002/BLES00576_00/89u8OfSbdAWk2vu9y2P1EViCG36fabxONDW9WRe6JBho9cNvGcF2wGk7noG5S5XdJOSeB6OylydHBBpEc8vTkYdxHKyLG5o1EuGS4.pkg	79e270d756a0a96d167cc5d3d1be5e7b	EP0002-BLES00576_00-PGUITARHER000017	2020/01/01		35310640		none	01.00
BLES00576	EU	[PS3 DLC] Guitar Hero 5          [ID: PGUITARHER000018]	http://zeus.dl.playstation.net/cdn/EP0002/BLES00576_00/4LfafvoaWFUjr23QXclDbYTkdiFh8ukddVx81bgDWKFk46d1gvBVFbTyhu7d4UfWTYq8HrDFjBRMQmsETAP5P4dfABkFE9gYUneE7.pkg	5cbfb0b1d6de56d2b21eddf2183be696	EP0002-BLES00576_00-PGUITARHER000018	2020/01/01		51366096		none	01.00
BLES00576	EU	[*No RAP] [PS3 DLC] Guitar Hero 5          [ID: PGUITARHER000019]	http://zeus.dl.playstation.net/cdn/EP0002/BLES00576_00/6pstk5uF0MYYk1Ti0c5NWylIMbQhUdqGTN0HOxKURfBLOU9miDbxSiu4HwdB6e6nhyg7AEojdgef6G3BJlP6A4lN8SFfQ6W1oMgI2.pkg	UNLOCK BY RIF	EP0002-BLES00576_00-PGUITARHER000019	2020/01/01		134278176		none	01.00
BLES00576	EU	[*No RAP] [PS3 DLC] Guitar Hero 5          [ID: PGUITARHER000027]	http://zeus.dl.playstation.net/cdn/EP0002/BLES00576_00/NsQUrCGXh92rrH7MY2lLFQBJELtJwEV54VLiBNgTYgYsARgj8sBGaS0Yy01VTUuvVVPGjt7vPy8AR2J5cFfWV9wDXRCpgwq0vfqLr.pkg	UNLOCK BY RIF	EP0002-BLES00576_00-PGUITARHER000027	2020/01/01		129990048		none	01.00
BLES00576	EU	[*No RAP] [PS3 DLC] Guitar Hero 5          [ID: PGUITARHER000031]	http://zeus.dl.playstation.net/cdn/EP0002/BLES00576_00/Vp6cseYnCqlmJJQiSEu6Q6fpgfBsVNlDR47ffpbCBgFrtIAaigyNrmSNXWIlSbuJXtx8ytFiQC0giD8awlVC6pe9N5tKXi8Yo7fVy.pkg	UNLOCK BY RIF	EP0002-BLES00576_00-PGUITARHER000031	2020/01/01		123050864		none	01.01
BLES00576	EU	[*No RAP] [PS3 DLC] Guitar Hero 5          [ID: PGUITARHER000035]	http://zeus.dl.playstation.net/cdn/EP0002/BLES00576_00/YKVbn7ha6HtYK1H2bnVhUMXYqRQgn7VwoPQuI2yg0bKX5lPHdqWuPRJ4urYOC08xY96mTpqnWn0Ds5i4i4Oj5yO0bmIeQI8Xs7NSY.pkg	UNLOCK BY RIF	EP0002-BLES00576_00-PGUITARHER000035	2020/01/01		129555328		none	01.00
BLES00576	EU	[*No RAP] [PS3 DLC] Guitar Hero 5          [ID: PGUITARHER000039]	http://zeus.dl.playstation.net/cdn/EP0002/BLES00576_00/5N4ROJlQ8ASMNMqbBi4GdHKMnuLOmhyl3E4Lvr5AHgNlma37uGq2c8PDdoLHXFAGhxAbBmD41uO5qF41dHsCXObBGNLIX5T3AT9cM.pkg	UNLOCK BY RIF	EP0002-BLES00576_00-PGUITARHER000039	2020/01/01		112359632		none	01.00
BLES00576	EU	[PS3 DLC] Guitar Hero 5          [ID: PGUITARHER000041]	http://zeus.dl.playstation.net/cdn/EP0002/BLES00576_00/XcpBRrfnJEvI4gfstWIn0w0BXAMOgeyfhXCrfcvJaDtiyv0c7DqeyM0cF3c49hHxMhnVliKXBHMODkXrbh67ctkOAredAUsRHq5Kh.pkg	0ca4ceb4d3b9c25a505cde62432308c0	EP0002-BLES00576_00-PGUITARHER000041	2020/01/01		41479968		none	01.00
BLES00576	EU	[PS3 DLC] Guitar Hero 5          [ID: PGUITARHER000042]	http://zeus.dl.playstation.net/cdn/EP0002/BLES00576_00/caqu6LHaI003Q5c8bbIfbbMO6gpbgFTQ1LOsFurMBVcIQokOktyu58pad4sfjUo7TfcPcpQNmdL0gKIFi3UP5J0qFtw9B9BLFO4qn.pkg	b1d486e2e56292606743857804316950	EP0002-BLES00576_00-PGUITARHER000042	2020/01/01		24944800		none	01.00
